t C_u^{tot} C_b^{tot} C_s^{tot} phi_i^{tot} phi_m^{tot} phi_{C_u}^{tot} phi_{C_b}^{tot} -F_{phi_i}(x=1) -F_{phi_{C_b}}(x=0) m j_{phi_i} state t_{inf}
0.000000e0 5.00000000e-2 0.00000000e0 0.00000000e0 4.00000688e-1 0.00000000e0 0.00000000e0 0.00000000e0 4.36561443e-4 -0.00000000e0 1.13865000e-3 4.55461000e-4 0 -1.000000e0
1.000250e-1 2.04291544e-1 3.59536143e-1 1.15162601e-2 3.99998798e-1 3.52856913e-5 2.79663561e-6 6.89048325e-6 4.36562133e-4 1.33137202e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
2.000250e-1 2.17377389e-1 7.43441145e-1 3.72686951e-2 3.99996909e-1 5.66123328e-5 4.65630515e-6 2.74003026e-5 4.36561268e-4 2.28356455e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
3.000250e-1 2.26469013e-1 1.08321294e0 7.46742223e-2 3.99995019e-1 7.22946434e-5 5.91116810e-6 5.33803755e-5 4.36560108e-4 2.94805149e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
4.000250e-1 2.34903250e-1 1.38325580e0 1.22045832e-1 3.99993130e-1 8.49564037e-5 7.11057914e-6 8.18322407e-5 4.36558796e-4 3.50297823e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
5.000250e-1 2.42802741e-1 1.64916313e0 1.78034920e-1 3.99991241e-1 9.56647967e-5 8.32917925e-6 1.11699374e-4 4.36557391e-4 3.98926329e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
6.000000e-1 2.50179962e-1 1.88565725e0 2.41511813e-1 3.99989352e-1 1.04970874e-4 9.57616042e-6 1.42470553e-4 4.36555922e-4 4.42377221e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
7.000000e-1 2.57054309e-1 2.09688344e0 3.11573800e-1 3.99987463e-1 1.13215735e-4 1.08516038e-5 1.73871312e-4 4.36554407e-4 4.81733831e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
8.000000e-1 2.63443771e-1 2.28617496e0 3.87410830e-1 3.99985573e-1 1.20623786e-4 1.21522711e-5 2.05707031e-4 4.36552862e-4 5.17775335e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
9.000000e-1 2.69371273e-1 2.45639853e0 4.68339589e-1 3.99983684e-1 1.27358363e-4 1.34745725e-5 2.37847883e-4 4.36551295e-4 5.51124689e-5 1.13865000e-3 4.55461000e-4 0 -1.000000e0
